BUSINESS NAME, MERCHANT ID, PRIMARY ACCOUNT NUMBER, POS DATA CODE, DATETIME, EXP DATE, CURRENCY CODE, AUTH AMOUNT, TERMINAL ID, ZIP, CITY
COMPANY 164,PzwtymxOqOfy5zMUQk2sIkYM1Ck8PenZkXL,0238141201345333141,4,20130312173210,0517,USD,2.76,0758042553591701,46017,Anderson
COMPANY 165,FYYQLlKwnmIor4nxrpKu0EnYXFC3aBy8oWl,3545991533318623246,1,20130312173210,0614,USD,32.97,2894037993518040,71150,Shreveport
COMPANY 166,O5XUL2xivTzSGfUlKlTk6SM9sMjQG2qCBBn,7518315395094981819,0,20130312173210,1213,USD,39.66,2903279426634700,15921,Beaverdale
COMPANY 167,IYuqAbAQ07NS3lZO74VGPldfAUAGKwzR2k3,7440502719332979757,0,20130312173210,1013,USD,331.58,6305840292155499,60104,Bellwood
COMPANY 168,HZ6SnKrGscBrHkpafGDTSXpPdyE9u3Kwdfn,4843743871921319632,1,20130312173210,1015,USD,35.80,0836898055395872,27043,Pinnacle
COMPANY 169,FYYQLlKwnmIor4nxrpKu0EnYXFC3aBy8oWl,4093942281483630387,6,20130312173210,0517,USD,57.24,3000361962155663,60190,Winfield
COMPANY 170,KW6MS0k9OhaTzuS96bIKzZinoVGnIEihmU9,0031915783597707178,0,20130312173210,0116,USD,11.69,5139522896001823,26691,Tioga
COMPANY 171,FYYQLlKwnmIor4nxrpKu0EnYXFC3aBy8oWl,5436949102477376710,0,20130312173210,1217,USD,334.54,7825571067186733,18085,Tatamy
COMPANY 172,XPXxTuU6TjwGCid7kxLrKtFV1qd12R8DSgf,5228083347983533309,6,20130312173210,1216,USD,294.69,8949676138322866,80834,Seibert
COMPANY 173,lSPOuNSIUI2KYu7rFDMYGTRkYz1saDLmotg,1532555396479631950,3,20130312173210,1114,USD,32.93,4343490758058248,36555,Magnolia Springs
COMPANY 174,Mpc6ZXJBAqw7fOMSSj8Fnlyexx6wsDY7A4E,2168647496871658940,5,20130312173210,0217,USD,40.99,7785025980950356,23405,Machipongo
COMPANY 175,IYuqAbAQ07NS3lZO74VGPldfAUAGKwzR2k3,4730268187075091861,0,20130312173210,0316,USD,70.27,7545438610799880,19603,Reading
COMPANY 176,IYuqAbAQ07NS3lZO74VGPldfAUAGKwzR2k3,9279779845929141841,1,20130312173210,1216,USD,160.79,8533453518934412,26332,Bristol
COMPANY 177,Mpc6ZXJBAqw7fOMSSj8Fnlyexx6wsDY7A4E,6390742339221932455,2,20130312173210,0814,USD,249.46,1394319725029580,12228,Albany
COMPANY 178,EceNARbgYst6D8MWy1eL1bUjWn0yHmn4JsO,7793046377630192059,1,20130312173210,0413,USD,5.00,6507191672216210,85076,Phoenix
COMPANY 179,EceNARbgYst6D8MWy1eL1bUjWn0yHmn4JsO,0542712800456662655,6,20130312173210,0816,USD,277.04,1179258315750200,14052,East Aurora
COMPANY 180,ljh71ujKshzWNfXMdQyN8O7vaNHlmPCCnAx,1003064826581604704,4,20130312173210,0317,USD,280.95,7564025973663321,12477,Saugerties
COMPANY 181,EceNARbgYst6D8MWy1eL1bUjWn0yHmn4JsO,7508303388144090881,4,20130312173210,0415,USD,14854.11,9454569383851930,50981,Des Moines
COMPANY 182,FZXC0wg0LvaJ6atJJx2a9vnfSFj4QhlOgbU,5685941647962015799,0,20130312173210,0314,USD,38.62,7502187155856794,12042,Climax
COMPANY 183,ljh71ujKshzWNfXMdQyN8O7vaNHlmPCCnAx,1359716675834674730,4,20130312173210,0617,USD,25.91,5844608352742675,79056,Lipscomb
COMPANY 184,FZXC0wg0LvaJ6atJJx2a9vnfSFj4QhlOgbU,4600018867021391319,3,20130312173210,0915,USD,6.60,3848046032694137,27985,Winfall
COMPANY 185,FYYQLlKwnmIor4nxrpKu0EnYXFC3aBy8oWl,2940669049328576462,3,20130312173210,0815,USD,45.29,2894037993518040,71150,Shreveport
COMPANY 186,EceNARbgYst6D8MWy1eL1bUjWn0yHmn4JsO,2936779921372389252,4,20130312173210,1116,USD,159.68,0475332198978230,83415,Idaho Falls
COMPANY 187,EceNARbgYst6D8MWy1eL1bUjWn0yHmn4JsO,7709555095658614485,4,20130312173210,1013,USD,264.29,8574610550236889,61554,Pekin
COMPANY 188,FZXC0wg0LvaJ6atJJx2a9vnfSFj4QhlOgbU,2843213006588080475,0,20130312173210,0414,USD,8.56,8298207485830622,29410,Charleston
COMPANY 189,RKYXHDV49MrSSh9nEGE4AfpBHJJaDhdNqBE,7736434364146447382,6,20130312173210,0716,USD,52.28,0001019800488509,85281,Tempe
COMPANY 190,FZXC0wg0LvaJ6atJJx2a9vnfSFj4QhlOgbU,3514374551090909588,5,20130312173210,1017,USD,105.79,8838153543659549,04053,Merepoint
COMPANY 191,FrCVTz43jzoAVS7KDqnkJaWWQUCZXOo0jag,5914666511279949759,2,20130312173210,1115,USD,21.63,9431290261917624,55426,Minneapolis
COMPANY 192,w9cp7jQmudbINIer3sKVjyC6BULhloK7wks,6903890026461286939,5,20130312173210,0517,USD,21.30,7719515585379298,73853,Mutual
COMPANY 193,FZXC0wg0LvaJ6atJJx2a9vnfSFj4QhlOgbU,3306895703708200275,6,20130312173210,0117,USD,45.00,6326891488719311,29341,Gaffney
COMPANY 194,FZXC0wg0LvaJ6atJJx2a9vnfSFj4QhlOgbU,0344147675222488838,5,20130312173210,0217,USD,1.49,1612044597539055,38365,Pickwick Dam
COMPANY 195,vrb8tjeYoRGMBiI8UTfMkj0JJIvWWfW8jC7,8090691791505501922,6,20130312173210,1016,USD,27.56,6790374773289887,46013,Anderson
COMPANY 196,ljh71ujKshzWNfXMdQyN8O7vaNHlmPCCnAx,4917370984175420096,1,20130312173210,0417,USD,30.00,3594534131211228,40017,Defoe
COMPANY 197,FYYQLlKwnmIor4nxrpKu0EnYXFC3aBy8oWl,1325527568616837289,1,20130312173210,0216,USD,17.31,0461347997255692,05667,Plainfield
COMPANY 198,9XGDirhiN2UPnJ9w5GqmISM2QXe1Coav3Fq,7878025527924733775,5,20130312173210,0715,USD,2.45,1431066960928445,81615,Snowmass Village
COMPANY 199,EceNARbgYst6D8MWy1eL1bUjWn0yHmn4JsO,2417924449635671097,4,20130312173210,0315,USD,24.25,0356197503721097,04057,North Bridgton
COMPANY 200,IYuqAbAQ07NS3lZO74VGPldfAUAGKwzR2k3,9113588363428436114,3,20130312173210,1016,USD,245.95,1646661653442942,95452,Kenwood
COMPANY 201,d7HSr8V20Qe3bdoHa7oukIqj1kR438aJJfM,6738776209253517915,3,20130312173210,0515,USD,37.39,3784775233163295,26366,Haywood
COMPANY 202,IYuqAbAQ07NS3lZO74VGPldfAUAGKwzR2k3,7746227453776845282,5,20130312173210,1114,USD,34.70,8977715276967672,47371,Portland
COMPANY 203,ljh71ujKshzWNfXMdQyN8O7vaNHlmPCCnAx,3876247067958698568,6,20130312173210,1015,USD,31.63,0663011190577329,18224,Freeland
COMPANY 204,FZXC0wg0LvaJ6atJJx2a9vnfSFj4QhlOgbU,2930578945328005409,2,20130312173210,0515,USD,336.51,9562859439056363,28303,Fayetteville
COMPANY 205,IYuqAbAQ07NS3lZO74VGPldfAUAGKwzR2k3,1322009111691836912,1,20130312173210,1216,USD,6.26,1646661653442942,95452,Kenwood
COMPANY 206,ljh71ujKshzWNfXMdQyN8O7vaNHlmPCCnAx,2987029709604305308,0,20130312173210,0217,USD,338.00,7388007651953465,80541,Masonville
COMPANY 207,ArmWLTZe4JPWv31OdGz0CKyHJ2Ujwpa1dXd,2451013392030734378,4,20130312173210,0313,USD,2945.73,7990128514664137,12847,Long Lake
COMPANY 208,FZXC0wg0LvaJ6atJJx2a9vnfSFj4QhlOgbU,4620537635899844667,3,20130312173210,0916,USD,1.40,1755418835226678,22508,Locust Grove
COMPANY 209,FYYQLlKwnmIor4nxrpKu0EnYXFC3aBy8oWl,2202132780554954368,4,20130312173210,0617,USD,42.84,2894037993518040,71150,Shreveport
COMPANY 210,EceNARbgYst6D8MWy1eL1bUjWn0yHmn4JsO,1160785391447213472,0,20130312173210,0214,USD,3351.49,0475332198978230,83415,Idaho Falls
COMPANY 211,FYYQLlKwnmIor4nxrpKu0EnYXFC3aBy8oWl,9742349317938972972,6,20130312173210,0517,USD,12.45,7825571067186733,18085,Tatamy
COMPANY 212,EceNARbgYst6D8MWy1eL1bUjWn0yHmn4JsO,7383087488369184542,3,20130312173210,0813,USD,21.91,1179258315750200,14052,East Aurora
COMPANY 213,BTW5R1m51NUDeS3prWcsjfAC0FwkjFaNz7K,7150063093484096288,5,20130312173210,0216,USD,28.26,8621228151444233,38468,Leoma
COMPANY 214,kqZpQTVdMsJepPMkUyqJDF7ljSpG9yNjGjZ,6269559992828687833,4,20130312173210,0415,USD,3.15,7477473200235957,59111,Billings
COMPANY 215,1rAm72BmySmENr47iLJyB8Dmj9IHETRdOT3,7176716405005215320,3,20130312173210,0614,USD,10.36,4537188113563201,71765,Strong
COMPANY 216,FYYQLlKwnmIor4nxrpKu0EnYXFC3aBy8oWl,4003062491242297664,4,20130312173210,0115,USD,4547.67,3393959959748003,65803,Springfield
COMPANY 217,oekbaVirTXvOPAoRion5kKhEd69Auv8jd3Q,6056897788597687417,5,20130312173210,0413,USD,195.56,6148100059335469,02170,Quincy
COMPANY 218,FZXC0wg0LvaJ6atJJx2a9vnfSFj4QhlOgbU,6187118555706011825,2,20130312173210,0617,USD,40.67,8298207485830622,29410,Charleston
COMPANY 219,SwqyGMuMNyh76dnJaoHzcXqaVfcVXhtHqRt,3755563315251825911,3,20130312173210,1017,USD,11.27,6842467233060367,69339,Crawford
COMPANY 220,nFEVNl0mIlBrvKiT1zat6E9EIxK5F0mTmkJ,4483156099069194770,5,20130312173210,0617,USD,3118.36,6178528699873373,34654,New Port Richey
COMPANY 221,ljh71ujKshzWNfXMdQyN8O7vaNHlmPCCnAx,9094463047553993578,1,20130312173210,1016,USD,1252.50,7388007651953465,80541,Masonville
COMPANY 222,FaweKui33aL1o1883CotlUINGhKI2oPfCpU,4944748252993541648,1,20130312173210,0413,USD,5.98,4352519044813165,76097,Burleson
COMPANY 223,F5cFFDa2nr1RlYLwI76dYnucpnt65k1abvT,4387260801232689995,3,20130312173210,1016,USD,48.41,1020617359357641,34274,Nokomis
COMPANY 224,9XGDirhiN2UPnJ9w5GqmISM2QXe1Coav3Fq,5383095864297525609,1,20130312173210,0215,USD,11.44,1431066960928445,81615,Snowmass Village
COMPANY 225,6kyr1aP2MKBa2jh8KFJaLJShMOkAevax0VA,2721653146910996897,5,20130312173210,0317,USD,298.03,6109739889567879,06410,Cheshire
COMPANY 226,FZXC0wg0LvaJ6atJJx2a9vnfSFj4QhlOgbU,2477063539472397929,5,20130312173210,0417,USD,96.06,5227152110187600,94622,Oakland
COMPANY 227,b8WIpd7c6W4HupK02HCtxGACNxy8W7GBd3B,7729361432555618555,0,20130312173210,1016,USD,123.44,0016887306531314,41651,Minnie
COMPANY 228,mfdLctyYcyChH3W2FZohuUayNIVwCOkWebN,5300740953322543783,4,20130312173210,0416,USD,4942.68,5957497758691268,35650,Moulton
COMPANY 229,BnVN3Hjri6YIa0jT1SKhr7XCPODt6J9nBuT,2316457940733376237,0,20130312173210,1116,USD,1333.54,2933318966319359,03752,Goshen
COMPANY 230,nEZbNackgSSIraJ9LJn0oIOgLuzSwnsSGpC,9919060113836514833,2,20130312173210,0614,USD,12.00,5247175898370100,72132,Redfield
COMPANY 231,FZXC0wg0LvaJ6atJJx2a9vnfSFj4QhlOgbU,7252721550087551027,5,20130312173210,0213,USD,24.53,7502187155856794,12042,Climax
COMPANY 232,EceNARbgYst6D8MWy1eL1bUjWn0yHmn4JsO,1295832590424186852,5,20130312173210,1014,USD,144.56,7622124145844387,49555,Grand Rapids
COMPANY 233,22UxXy2CCqTQWLJdPhKda2Hx59XX4LfRsgU,6831441726725916561,1,20130312173210,1117,USD,32.60,7672079581213863,48659,Sterling
COMPANY 234,IYuqAbAQ07NS3lZO74VGPldfAUAGKwzR2k3,2337186425923545182,3,20130312173210,0317,USD,1877.31,6609993325975971,80907,Colorado Springs
COMPANY 235,rhn5LP76uA9m5GKwFwJEm9fJwGiyuh1lT6j,9423739081487857407,3,20130312173210,0815,USD,35.01,7103086753755122,30627,Carlton
COMPANY 236,ljh71ujKshzWNfXMdQyN8O7vaNHlmPCCnAx,5109994725435407462,6,20130312173210,0717,USD,317.83,7124513979990553,78767,Austin
COMPANY 237,FYYQLlKwnmIor4nxrpKu0EnYXFC3aBy8oWl,6741530693517085428,3,20130312173210,1014,USD,155.72,0461347997255692,05667,Plainfield
COMPANY 238,FZXC0wg0LvaJ6atJJx2a9vnfSFj4QhlOgbU,6491360432139415357,6,20130312173210,1016,USD,3.09,0840464643840093,54950,Marion
COMPANY 239,JGudv50ThZhzaAz1s2EhbtIg8qHLXlnHfIg,4611306702860471724,2,20130312173210,1113,USD,6.32,7064320991391913,47110,Central
COMPANY 240,gyyk1eTakS0mQU4k08P1KtPpvKI3p4c6mcH,2174391628341939684,0,20130312173210,0117,USD,39.46,0044670277327256,70003,Metairie
COMPANY 241,FZXC0wg0LvaJ6atJJx2a9vnfSFj4QhlOgbU,1284142523224425782,0,20130312173210,0915,USD,137.98,6326891488719311,29341,Gaffney
COMPANY 242,EceNARbgYst6D8MWy1eL1bUjWn0yHmn4JsO,4335412076245771542,1,20130312173210,0517,USD,40.57,3405072433378550,07878,Mount Tabor
COMPANY 243,ljh71ujKshzWNfXMdQyN8O7vaNHlmPCCnAx,8658151522390394348,3,20130312173210,0614,USD,43.05,5844608352742675,79056,Lipscomb
COMPANY 244,IYuqAbAQ07NS3lZO74VGPldfAUAGKwzR2k3,1390608246921521076,2,20130312173210,0414,USD,10.04,9431495281949470,11103,Astoria
COMPANY 245,FYYQLlKwnmIor4nxrpKu0EnYXFC3aBy8oWl,8227225423399553271,1,20130312173210,0813,USD,4349.41,6653420701227848,49825,Eben Junction
COMPANY 246,ljh71ujKshzWNfXMdQyN8O7vaNHlmPCCnAx,9145313285896323172,3,20130312173210,0517,USD,59.12,6380663077854803,27929,Currituck
COMPANY 247,FZXC0wg0LvaJ6atJJx2a9vnfSFj4QhlOgbU,1684515639699784506,1,20130312173210,0714,USD,14.12,5227152110187600,94622,Oakland
COMPANY 248,ljh71ujKshzWNfXMdQyN8O7vaNHlmPCCnAx,5790719381199804172,1,20130312173210,0915,USD,16.74,7388007651953465,80541,Masonville
COMPANY 249,aPMakDENFzGcZx5GErhe6R6Uz8UyjDp5B9h,9046424601513119544,0,20130312173210,0614,USD,32.80,5442517426308685,04571,Trevett
COMPANY 250,IYuqAbAQ07NS3lZO74VGPldfAUAGKwzR2k3,6094283336610048408,6,20130312173210,0313,USD,220.11,1165252662320069,10034,New York City
COMPANY 251,IYuqAbAQ07NS3lZO74VGPldfAUAGKwzR2k3,4722729759631648419,6,20130312173210,0614,USD,30.35,6548484344251992,64144,Kansas City
COMPANY 252,ljh71ujKshzWNfXMdQyN8O7vaNHlmPCCnAx,7377143004540897812,6,20130312173210,0813,USD,8.88,8404907230216769,50434,Fertile
COMPANY 253,ljh71ujKshzWNfXMdQyN8O7vaNHlmPCCnAx,6662157240611776469,5,20130312173210,0614,USD,23.31,5348668176900788,59007,Bearcreek
COMPANY 254,ljh71ujKshzWNfXMdQyN8O7vaNHlmPCCnAx,4351839123585255909,3,20130312173210,0416,USD,17.46,4528177340801565,80457,Kittredge
COMPANY 255,ljh71ujKshzWNfXMdQyN8O7vaNHlmPCCnAx,2864723100436721875,5,20130312173210,1214,USD,22.30,8404907230216769,50434,Fertile
COMPANY 256,FYYQLlKwnmIor4nxrpKu0EnYXFC3aBy8oWl,1936823413517607429,6,20130312173210,1114,USD,49.98,4119305573039319,50042,Brayton
COMPANY 257,ljh71ujKshzWNfXMdQyN8O7vaNHlmPCCnAx,1604646468335186336,1,20130312173210,1015,USD,155.71,5348668176900788,59007,Bearcreek
COMPANY 258,IYuqAbAQ07NS3lZO74VGPldfAUAGKwzR2k3,9564902264942368916,3,20130312173210,1113,USD,22.46,8533453518934412,26332,Bristol
COMPANY 259,ljh71ujKshzWNfXMdQyN8O7vaNHlmPCCnAx,6071164858256540863,0,20130312173210,0216,USD,42.88,7085230264644732,23517,Norfolk
COMPANY 260,ljh71ujKshzWNfXMdQyN8O7vaNHlmPCCnAx,2964107875137327884,3,20130312173210,1113,USD,23.00,3594534131211228,40017,Defoe
COMPANY 261,FZXC0wg0LvaJ6atJJx2a9vnfSFj4QhlOgbU,5668866557492214395,4,20130312173210,1113,USD,41.07,4171878774491555,34268,Nocatee
COMPANY 262,EceNARbgYst6D8MWy1eL1bUjWn0yHmn4JsO,7180647909594438141,4,20130312173210,0214,USD,56.81,3405072433378550,07878,Mount Tabor
COMPANY 263,IYuqAbAQ07NS3lZO74VGPldfAUAGKwzR2k3,1243900449878293432,6,20130312173210,0314,USD,683.28,6609993325975971,80907,Colorado Springs
COMPANY 264,9TL6mInrOfEQ47utQzUEPjnZXQuQ6f4kJXf,5203522052996980417,3,20130312173210,0817,USD,31.43,0523681460909306,33407,West Palm Beach
COMPANY 265,F5cFFDa2nr1RlYLwI76dYnucpnt65k1abvT,6499362642282026039,5,20130312173210,1015,USD,54.30,4954949134465926,76371,Munday
COMPANY 266,Iv0cL3r1YsMHIZ8nAue7BiAdHS2NQYTNRv1,2354880006177387110,0,20130312173210,1014,USD,68.08,7230643810025519,11772,Patchogue
COMPANY 267,PSSlRpFUGirjZe9iV7qMtAzBHjlW0GtkLG3,7729255562947396200,1,20130312173210,0616,USD,10.97,4799722937454689,47430,Fort Ritner
COMPANY 268,FVsjT0Oud65QAbWUYNg8IGSiEm8CtsjEd7Y,6202190545786948075,4,20130312173210,0315,USD,4.02,2233194824890235,98233,Burlington
COMPANY 269,Pn3NtnsbKf20yuIcuUDLieNxYcSOnzbHeSw,3440130573724932849,4,20130312173210,0114,USD,0.92,3004979696700629,61235,Atkinson
COMPANY 270,ljh71ujKshzWNfXMdQyN8O7vaNHlmPCCnAx,3843538050886122515,0,20130312173210,0113,USD,106.72,6871027833256174,71334,Ferriday
COMPANY 271,ljh71ujKshzWNfXMdQyN8O7vaNHlmPCCnAx,9140957866075826104,3,20130312173210,0317,USD,16.67,7085230264644732,23517,Norfolk
COMPANY 272,FZXC0wg0LvaJ6atJJx2a9vnfSFj4QhlOgbU,1962735746699493299,4,20130312173210,0516,USD,452.42,5227152110187600,94622,Oakland
COMPANY 273,SwqyGMuMNyh76dnJaoHzcXqaVfcVXhtHqRt,6750419767834880320,3,20130312173210,1114,USD,41.09,6842467233060367,69339,Crawford
COMPANY 274,ljh71ujKshzWNfXMdQyN8O7vaNHlmPCCnAx,9284707353975787964,2,20130312173210,0615,USD,31.70,7564025973663321,12477,Saugerties
COMPANY 275,FZXC0wg0LvaJ6atJJx2a9vnfSFj4QhlOgbU,4433198052578149559,5,20130312173210,1113,USD,49.40,7502187155856794,12042,Climax
COMPANY 276,wgYeM7aOHZq2b7imlQ4cwiMKeECNezYOhMs,3547082551552123026,1,20130312173210,0713,USD,3235.00,8833563388787086,83436,Newdale
COMPANY 277,E77AbnHuEDObsU6Ga3umy9cYCP7foNEvKBQ,6423133473753732679,2,20130312173210,1114,USD,28.44,0954078164598501,50658,Nashua
COMPANY 278,EceNARbgYst6D8MWy1eL1bUjWn0yHmn4JsO,6307537915830839465,2,20130312173210,0316,USD,2401.02,6581432968742488,77022,Houston
COMPANY 279,ljh71ujKshzWNfXMdQyN8O7vaNHlmPCCnAx,8321791029285605028,5,20130312173210,0916,USD,3539.30,3594534131211228,40017,Defoe
COMPANY 280,EceNARbgYst6D8MWy1eL1bUjWn0yHmn4JsO,2603243767569229533,4,20130312173210,0614,USD,13.20,4965480041977707,06785,South Kent
COMPANY 281,EceNARbgYst6D8MWy1eL1bUjWn0yHmn4JsO,7077317238263432619,1,20130312173210,0414,USD,38.47,8574610550236889,61554,Pekin
COMPANY 282,FYYQLlKwnmIor4nxrpKu0EnYXFC3aBy8oWl,6206913251040405457,3,20130312173210,1217,USD,70.35,1544833644827191,41127,Camp Dix
COMPANY 283,IYuqAbAQ07NS3lZO74VGPldfAUAGKwzR2k3,8517863234001552573,4,20130312173210,0917,USD,264.31,1646661653442942,95452,Kenwood
COMPANY 284,IYuqAbAQ07NS3lZO74VGPldfAUAGKwzR2k3,9560162416484117454,4,20130312173210,0216,USD,23.16,6580927259686090,23481,Carrsville
COMPANY 285,ljh71ujKshzWNfXMdQyN8O7vaNHlmPCCnAx,6176999519810105140,2,20130312173210,1013,USD,15.36,5844608352742675,79056,Lipscomb
COMPANY 286,ljh71ujKshzWNfXMdQyN8O7vaNHlmPCCnAx,1375411554541781002,5,20130312173210,1116,USD,220.73,8076298592042797,14620,Rochester
COMPANY 287,EceNARbgYst6D8MWy1eL1bUjWn0yHmn4JsO,3930997201597491830,6,20130312173210,0214,USD,3.27,4609632865660948,76303,Wichita Falls
COMPANY 288,O5XUL2xivTzSGfUlKlTk6SM9sMjQG2qCBBn,4271658085505684808,3,20130312173210,0713,USD,55.36,6883875837829002,65666,Hardenville
COMPANY 289,IYuqAbAQ07NS3lZO74VGPldfAUAGKwzR2k3,5310241388848333074,4,20130312173210,0416,USD,28.25,6548484344251992,64144,Kansas City
COMPANY 290,1CNvFLCPzkd6OeedSUhWiNFXpnJQG55LqpV,2546226855505179140,5,20130312173210,0317,USD,105.45,4754892962885529,39740,Caledonia
COMPANY 291,IYuqAbAQ07NS3lZO74VGPldfAUAGKwzR2k3,9704263773746178881,5,20130312173210,0314,USD,108.91,1986220584244925,94061,Redwood City
COMPANY 292,IYuqAbAQ07NS3lZO74VGPldfAUAGKwzR2k3,2739721236036068452,5,20130312173210,0517,USD,49.04,1345365808732192,28391,Stedman
COMPANY 293,FYYQLlKwnmIor4nxrpKu0EnYXFC3aBy8oWl,5617547154829178153,3,20130312173210,0814,USD,12.97,4978913032602467,69155,Paxton
COMPANY 294,ljh71ujKshzWNfXMdQyN8O7vaNHlmPCCnAx,7956232671618118314,1,20130312173210,0613,USD,23942.48,7085230264644732,23517,Norfolk
COMPANY 295,EceNARbgYst6D8MWy1eL1bUjWn0yHmn4JsO,8791919715919236178,2,20130312173210,0513,USD,31.40,7729610315938055,03293,Woodstock
COMPANY 296,IYuqAbAQ07NS3lZO74VGPldfAUAGKwzR2k3,4380439121376983442,0,20130312173210,0813,USD,460.23,6548484344251992,64144,Kansas City
COMPANY 297,RKYXHDV49MrSSh9nEGE4AfpBHJJaDhdNqBE,0967382261592366509,5,20130312173210,1117,USD,9.72,0001019800488509,85281,Tempe
COMPANY 298,kqZpQTVdMsJepPMkUyqJDF7ljSpG9yNjGjZ,9746678500376197513,3,20130312173210,0114,USD,3290.14,5530219781657254,20425,Washington
COMPANY 299,ljh71ujKshzWNfXMdQyN8O7vaNHlmPCCnAx,7288191058160472841,4,20130312173210,1013,USD,3323.77,7085230264644732,23517,Norfolk
COMPANY 300,246PVuBjZGbKlzmomwiliNpnsIsDOugV49D,4338175503720085832,0,20130312173210,0813,USD,12.36,6884485676728511,37663,Kingsport
COMPANY 301,EceNARbgYst6D8MWy1eL1bUjWn0yHmn4JsO,5338317850255367474,4,20130312173210,0413,USD,3.65,4609632865660948,76303,Wichita Falls
COMPANY 302,FYYQLlKwnmIor4nxrpKu0EnYXFC3aBy8oWl,9117085970046387430,3,20130312173210,0316,USD,46.87,1544833644827191,41127,Camp Dix
COMPANY 303,hebIjTyj2FyPGu9oSFuS8oTqrKKI4WfCU5D,0547740838380016548,0,20130312173210,0513,USD,41.89,3132817629186185,80437,Evergreen
COMPANY 304,FYYQLlKwnmIor4nxrpKu0EnYXFC3aBy8oWl,1492222029642533165,2,20130312173210,1215,USD,155.81,1262434207146604,85201,Mesa
COMPANY 305,N4LLKnIBKzoZypGQDG1YYCHnupcyNHOTPAm,7587524667824854691,5,20130312173210,0716,USD,24.99,2491541789088752,53532,De Forest
COMPANY 306,ljh71ujKshzWNfXMdQyN8O7vaNHlmPCCnAx,9122812266315266597,5,20130312173210,0313,USD,198.94,4528177340801565,80457,Kittredge
COMPANY 307,FZXC0wg0LvaJ6atJJx2a9vnfSFj4QhlOgbU,5562439940246295566,3,20130312173210,1015,USD,13.98,9562859439056363,28303,Fayetteville
COMPANY 308,FYYQLlKwnmIor4nxrpKu0EnYXFC3aBy8oWl,6582305302940724872,1,20130312173210,0213,USD,18.49,7825571067186733,18085,Tatamy
COMPANY 309,FYYQLlKwnmIor4nxrpKu0EnYXFC3aBy8oWl,1707241049335706188,3,20130312173210,0813,USD,33.82,1544833644827191,41127,Camp Dix
COMPANY 310,OFp6pKTMg26n1iiFY00M9uSqh9ZfMxMBRf1,1738421214968004149,3,20130312173210,0415,USD,16.68,5502064049082657,84742,Kanarraville
COMPANY 311,22UxXy2CCqTQWLJdPhKda2Hx59XX4LfRsgU,1615335018014627761,5,20130312173210,0516,USD,30.68,5220580289876209,79998,El Paso
COMPANY 312,QdrYJN4bHTPtRdVzGt2QdGIiJQofKh8zTDo,3043042440003060031,3,20130312173210,0516,USD,2246.44,5290913555624316,87825,Magdalena
COMPANY 313,FYYQLlKwnmIor4nxrpKu0EnYXFC3aBy8oWl,3305394060128617192,6,20130312173210,0713,USD,16.91,4119305573039319,50042,Brayton
COMPANY 314,ljh71ujKshzWNfXMdQyN8O7vaNHlmPCCnAx,8528128429338924781,4,20130312173210,0517,USD,2.62,6871027833256174,71334,Ferriday
COMPANY 315,ljh71ujKshzWNfXMdQyN8O7vaNHlmPCCnAx,3917827946905742604,6,20130312173210,0716,USD,32.12,6871027833256174,71334,Ferriday
COMPANY 316,IYuqAbAQ07NS3lZO74VGPldfAUAGKwzR2k3,6171925784775631573,4,20130312173210,0817,USD,30.74,9431495281949470,11103,Astoria
COMPANY 317,FYYQLlKwnmIor4nxrpKu0EnYXFC3aBy8oWl,2325535859023111242,6,20130312173210,0513,USD,10.49,7825571067186733,18085,Tatamy
COMPANY 318,EceNARbgYst6D8MWy1eL1bUjWn0yHmn4JsO,9080969568778230783,6,20130312173210,0616,USD,34.66,7622124145844387,49555,Grand Rapids
COMPANY 319,ljh71ujKshzWNfXMdQyN8O7vaNHlmPCCnAx,1274563085209017018,4,20130312173210,0416,USD,69.59,7085230264644732,23517,Norfolk
COMPANY 320,2Qy2pA13zO33EJn7g7BkKJATj9hbkhFshfb,2231799377804736933,1,20130312173210,0113,USD,301.17,1376140603913553,89108,Las Vegas
COMPANY 321,PpuUOHSu7tKQxqfyTivpobVED1DxKMloIbQ,8060367094011415467,1,20130312173210,0216,USD,77.50,0937206570707233,94706,Albany
COMPANY 322,FYYQLlKwnmIor4nxrpKu0EnYXFC3aBy8oWl,1880570353618911238,6,20130312173210,0517,USD,10.26,6653420701227848,49825,Eben Junction
COMPANY 323,FYYQLlKwnmIor4nxrpKu0EnYXFC3aBy8oWl,8584184693506457338,5,20130312173210,0115,USD,29.35,0164325902010173,73772,Watonga
COMPANY 324,FYYQLlKwnmIor4nxrpKu0EnYXFC3aBy8oWl,8299141328817166203,5,20130312173210,0616,USD,35.81,1262434207146604,85201,Mesa
COMPANY 325,IYuqAbAQ07NS3lZO74VGPldfAUAGKwzR2k3,5488941278820068204,4,20130312173210,1116,USD,30.60,1165252662320069,10034,New York City
COMPANY 326,EceNARbgYst6D8MWy1eL1bUjWn0yHmn4JsO,6674245383539698713,3,20130312173210,1215,USD,7.45,7622124145844387,49555,Grand Rapids
COMPANY 327,uUFZGYbRJlpmTuEhQzodKURj3uHoFOZHCiv,8389214885486834347,3,20130312173210,0116,USD,44.95,2763104895655569,76140,Fort Worth
COMPANY 328,KW6MS0k9OhaTzuS96bIKzZinoVGnIEihmU9,8338512206931282517,1,20130312173210,1116,USD,224.39,3146743804243225,16101,New Castle
